code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603518,维格娜丝,服饰,江苏,51.89,0.56,1.48,159696.98,86363.53,10095.74,74053.2,5,0.678,9.86,3.57,2014/12/3,51318.48,3.47,-9.71,-10.51,70.24,13.48,9253
600986,科达股份,互联网,山东,35.39,4.52,8.69,844675.81,544770.75,10004.35,252308.47,2.9,0.348,4.73,3.47,2004/4/26,60091.7,0.69,320.84,301.83,15.78,6.16,29221
601900,南方传媒,出版业,广东,25.68,1.76,8.19,865504.13,612700.81,58747.8,108320.36,1.32,0.44,4.33,3.35,2016/2/15,156058.98,1.91,10.67,1.42,28.03,9.04,68549
2032,苏 泊 尔,家用电器,浙江,23.47,4.19,6.32,785419.94,650309.25,88512.96,3988.58,0.06,1.71,7.19,5.57,2004/8/17,359411.09,5.69,9.51,21.21,30.53,9.02,8037
2206,海 利 得,化纤,浙江,38.6,3.43,4.87,419634.06,201225.22,169935.97,160363.27,3.29,0.54,5.71,3.54,2008/1/23,52029.05,1.07,21.01,30.51,23.7,9.94,28000
2478,常宝股份,普钢,江苏,60.87,3.02,4,393254.78,266114.94,104537.53,109171.5,2.73,0.274,7.5,2.22,2010/9/21,122631.97,3.07,-24.56,-46.77,14.05,4.97,21465
600814,杭州解百,百货,浙江,47.15,3.1,7.15,453870.5,222213.97,100949.13,1428.49,0.02,0.19,2.9,4.12,1994/1/14,122402.63,1.71,-6.2,-20.35,22.75,3.77,28522
2056,横店东磁,元器件,浙江,29.69,8.22,8.22,582865.75,341761.16,177586.31,108261.72,1.32,0.537,4.82,3.3,2006/8/2,173879.47,2.12,19,36.52,24.9,9.37,59000
603737,三棵树,染料涂料,福建,102.97,0.25,1,142248.55,75694.21,30474.64,32144.93,3.21,0.61,8.96,8.02,2016/6/3,43658.98,4.37,0,0,45.51,4.28,23241
600482,中国动力,电气设备,河北,52.39,5.31,17.39,3951957.25,3097070,515840.56,1938556.25,11.15,0.71,14.63,2.21,2004/7/14,411436.09,2.37,15.54,16.23,17.39,5.17,30660
2565,顺灏股份,造纸,上海,78.69,6.84,6.87,366981.66,162481.91,62065.05,75228.35,1.09,0.084,2.86,3.09,2011/3/18,49005.65,0.71,-3.49,-32.07,29.61,5.07,31786
603678,火炬电子,元器件,福建,72.82,0.81,1.81,293803.72,212668.8,18857.72,135510.3,7.48,1.13,12.84,6.06,2015/1/26,71375.43,3.94,38.57,26.03,26.36,12.88,7572
910,大亚圣象,家居用品,江苏,22.03,5.28,5.31,593161.5,400772.34,117375.82,2209.15,0.04,1.019,5.47,4.11,1999/6/30,204531.77,3.85,-14.92,70.22,33.95,8.28,13921
656,金科股份,区域地产,重庆,23.05,36.74,53.43,10924916,9926510,266641.38,403333.75,0.75,0.28,3.74,1.61,1996/11/28,716677.56,1.34,66.17,10.13,20.74,4.33,272475
300299,富春通信,通信设备,福建,91.82,1.79,3.8,167761.94,62279.96,1957.07,80193.43,2.11,0.193,3.63,6.53,2012/3/19,18617.77,0.49,23.22,78.25,58.05,24.28,26698
601996,丰林集团,林业,广西,56,4.69,4.79,211898.22,137405.77,52799.8,71519,1.49,0.151,3.75,3.01,2011/9/29,50762.1,1.06,8.77,45.14,20.77,8.09,22897
600207,安彩高科,元器件,河南,3930.15,6.9,8.63,244005.95,118144.67,72502.1,287230,3.33,0.002,2.18,4.44,1999/7/14,-224799.95,-2.6,7.1,-97.26,12.92,0.12,49192
600885,宏发股份,电气设备,湖北,33.21,5.32,5.32,649770.31,360802.47,168524.19,66337.21,1.25,1.094,6.38,5.69,1996/2/5,187811.98,3.53,19.66,23.18,39.52,11.45,10692
2781,奇信股份,装修装饰,深圳,59.25,0.92,2.25,336550.44,328903.22,5117.87,71503.71,3.18,0.424,7.19,4.66,2015/12/22,62312.61,2.77,-7.42,-18.02,15.78,4.07,25217
600563,法拉电子,元器件,福建,25.43,2.25,2.25,229126.55,167062.67,33488.95,26196.86,1.16,1.217,8.81,4.68,2002/12/10,133810.16,5.95,3.1,15.14,42.02,25.42,15996
601155,新城控股,区域地产,江苏,11.51,7.05,22.59,10317061,8017434.5,188586.41,257049.52,1.14,1.36,6.58,2.34,2015/12/4,1022018.63,4.52,18.67,64.42,27.87,10.79,74671
761,本钢板材,钢加工,辽宁,22.84,27.36,31.36,5415571,2649799,2068846.75,911484.63,2.91,0.249,4.05,1.4,1998/1/15,-49696.92,-0.16,0.93,123.72,13.03,2.65,66419
2776,柏堡龙,服饰,广东,64.97,0.75,2.4,148379.66,116544.63,11967.42,51302.05,2.13,0.329,5.03,5.67,2015/6/26,27997.9,1.16,-0.11,-10.87,28.64,17.53,15209
2120,韵达股份,仓储物流,浙江,580.04,0.98,10.14,92500.3,38312.46,28512.98,0,0,0.061,3.03,15.47,2007/3/6,30694.01,0.3,8.71,63.84,28.35,8.07,11094
2214,大立科技,电器仪表,浙江,175.38,3.64,4.59,124967.45,98400.81,9554.87,19816.56,0.43,0.072,2.13,5.95,2008/2/18,27531.5,0.6,5.06,2.03,48.95,9.75,35158
600383,金地集团,全国地产,深圳,21.91,45.14,45.14,15036514,12521044,27862.69,329629.84,0.73,0.38,7.22,1.54,2001/4/12,2248808.75,4.98,62.46,105.93,29.28,6.74,62930
2589,瑞康医药,医药商业,山东,54.05,3,6.54,1530992.88,1274730.5,81778.84,487884.09,7.46,0.66,10.18,4.03,2011/6/10,107391.51,1.64,54.72,124.49,14.78,3.42,14343
2654,万润科技,半导体,深圳,60.05,3.9,8.28,312381.09,138325.95,53801.51,97006.4,1.17,0.15,2.67,4.25,2012/2/17,34565.37,0.42,84.78,254.08,30.16,11.45,65211
601006,大秦铁路,铁路,山西,16.4,148.67,148.67,11930768,2016121.75,6747523,2473876,1.66,0.346,5.89,1.29,2006/8/1,3878423.5,2.61,-21.82,-54.01,16.62,16.29,183469
600879,航天电子,航空,湖北,50.34,7.98,13.6,1958150.38,1433971.38,389603.06,404732.16,2.98,0.4,7.05,2.51,1995/11/15,316570.53,2.33,4.94,25.3,17.28,4.14,113690
537,广宇发展,区域地产,天津,14.96,5.13,5.13,1464825.88,1423061.5,296.26,8667.44,0.17,0.489,4.3,2.27,1993/12/10,153610.41,3,74.74,96.66,52.19,13.89,39911
300540,深冷股份,专用机械,四川,84.33,0.2,0.8,93363.03,87706.8,1606.2,33138.48,4.14,0.57,7.86,6.33,2016/8/23,19185.4,2.4,0,0,36.26,13.63,20096
968,*ST煤气,煤炭开采,山西,0,2.6,7.77,1208926.75,142141.88,852099,58391.55,0.75,-0.943,-0.96,-14.71,2000/6/22,-205733.5,-2.65,-56.74,30.61,-34.2,-118.13,34815
300180,华峰超纤,化纤,上海,125.17,3,4.75,340038.13,99621.49,178164.77,148253.75,3.12,0.17,5.49,4.76,2011/2/22,58089.25,1.22,8.31,-36.41,22.16,8.03,15341
807,云铝股份,铝,云南,78.62,17.22,26.07,3030756.75,868971.88,1602458.38,365033.84,1.4,0.07,3.07,2.38,1998/4/8,-6777.93,-0.03,-6.95,290.77,14.01,1.64,123896
600436,片仔癀,中成药,福建,47.3,6.03,6.03,469800.69,325471.47,24363.4,60714.32,1.01,0.797,5.64,8.92,2003/6/16,178155.63,2.95,22.06,28.91,54.68,29.59,60397
2538,司尔特,农药化肥,安徽,26.95,7,7.18,431891.69,227035.22,85152.15,137451.45,1.91,0.287,4.38,2.35,2011/1/18,94430.88,1.31,-12.78,7.24,18.66,9.67,50641
600322,天房发展,区域地产,天津,0,11.06,11.06,3036503.25,2878856,11104.96,220524.2,1.99,-0.244,3.86,1.56,2001/9/10,66405.36,0.6,5.01,-783.03,26.94,-15.1,83408
2218,拓日新能,半导体,深圳,54.5,6.08,6.18,463044.41,185918.22,209138.8,193393.17,3.13,0.137,4.31,2.3,2008/2/28,9329,0.15,141.39,176.2,24.06,8.68,47730
